dataset,path,label,dup_group,split,label_conflict
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img124.png,clear_sky,16,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img125.png,clear_sky,27,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img126.png,clear_sky,30,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img127.png,clear_sky,30,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img128.png,clear_sky,25,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img129.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img13.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img130.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img131.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img132.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img133.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img134.png,clear_sky,15,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img135.png,clear_sky,16,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img136.png,clear_sky,41,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img137.png,clear_sky,42,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img138.png,clear_sky,42,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img139.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img14.png,clear_sky,23,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img140.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img141.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img142.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img143.png,clear_sky,27,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img144.png,clear_sky,27,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img145.png,clear_sky,51,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img146.png,clear_sky,52,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img147.png,clear_sky,53,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img148.png,clear_sky,53,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img149.png,clear_sky,55,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img15.png,clear_sky,23,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img150.png,clear_sky,57,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img151.png,clear_sky,57,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img152.png,clear_sky,59,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img153.png,clear_sky,59,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img154.png,clear_sky,61,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img155.png,clear_sky,61,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img156.png,clear_sky,63,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img157.png,clear_sky,52,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img158.png,clear_sky,65,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img159.png,clear_sky,220,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img16.png,clear_sky,67,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img160.png,clear_sky,220,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img161.png,clear_sky,69,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img162.png,clear_sky,70,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img163.png,clear_sky,71,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img164.png,clear_sky,72,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img165.png,clear_sky,73,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img166.png,clear_sky,73,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img167.png,clear_sky,75,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img168.png,clear_sky,76,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img169.png,clear_sky,75,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img17.png,clear_sky,67,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img170.png,clear_sky,79,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img171.png,clear_sky,73,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img172.png,clear_sky,81,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img173.png,clear_sky,82,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img174.png,clear_sky,83,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img175.png,clear_sky,84,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img176.png,clear_sky,84,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img177.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img178.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img179.png,clear_sky,88,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img18.png,clear_sky,67,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img180.png,clear_sky,90,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img181.png,clear_sky,90,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img182.png,clear_sky,92,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img183.png,clear_sky,92,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img184.png,clear_sky,94,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img185.png,clear_sky,95,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img186.png,clear_sky,96,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img187.png,clear_sky,96,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img188.png,clear_sky,96,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img189.png,clear_sky,99,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img19.png,clear_sky,100,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img190.png,clear_sky,101,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img191.png,clear_sky,102,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img192.png,clear_sky,102,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img193.png,clear_sky,104,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img194.png,clear_sky,84,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img195.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img196.png,clear_sky,107,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img197.png,clear_sky,108,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img198.png,clear_sky,108,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img199.png,clear_sky,110,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img2.png,clear_sky,111,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img20.png,clear_sky,100,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img200.png,clear_sky,113,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img201.png,clear_sky,114,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img202.png,clear_sky,115,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img203.png,clear_sky,116,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img204.png,clear_sky,117,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img205.png,clear_sky,117,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img206.png,clear_sky,116,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img207.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img208.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img209.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img21.png,clear_sky,123,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img210.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img211.png,clear_sky,125,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img212.png,clear_sky,126,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img213.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img214.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img215.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img216.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img217.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img218.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img219.png,clear_sky,133,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img22.png,clear_sky,134,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img220.png,clear_sky,135,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img221.png,clear_sky,135,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img222.png,clear_sky,137,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img223.png,clear_sky,138,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img224.png,clear_sky,126,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img225.png,clear_sky,140,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img226.png,clear_sky,141,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img227.png,clear_sky,141,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img228.png,clear_sky,143,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img229.png,clear_sky,144,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img23.png,clear_sky,134,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img230.png,clear_sky,146,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img231.png,clear_sky,146,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img232.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img233.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img234.png,clear_sky,150,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img235.png,clear_sky,151,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img236.png,clear_sky,152,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img237.png,clear_sky,153,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img238.png,clear_sky,153,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img239.png,clear_sky,155,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img24.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img240.png,clear_sky,153,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img241.png,clear_sky,158,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img242.png,clear_sky,158,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img243.png,clear_sky,158,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img244.png,clear_sky,161,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img245.png,clear_sky,161,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img246.png,clear_sky,163,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img247.png,clear_sky,161,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img248.png,clear_sky,165,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img249.png,clear_sky,161,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img25.png,clear_sky,134,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img250.png,clear_sky,168,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img251.png,clear_sky,168,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img252.png,clear_sky,168,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img253.png,clear_sky,171,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img254.png,clear_sky,171,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img255.png,clear_sky,171,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img256.png,clear_sky,171,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img257.png,clear_sky,175,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img258.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img259.png,clear_sky,37,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img26.png,clear_sky,178,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img260.png,clear_sky,179,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img261.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img262.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img263.png,clear_sky,182,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img264.png,clear_sky,182,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img265.png,clear_sky,179,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img266.png,clear_sky,179,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img267.png,clear_sky,179,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img268.png,clear_sky,175,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img269.png,clear_sky,188,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img27.png,clear_sky,189,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img270.png,clear_sky,190,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img271.png,clear_sky,190,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img272.png,clear_sky,192,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img273.png,clear_sky,193,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img274.png,clear_sky,194,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img275.png,clear_sky,194,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img276.png,clear_sky,196,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img277.png,clear_sky,197,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img278.png,clear_sky,198,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img279.png,clear_sky,199,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img28.png,clear_sky,189,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img280.png,clear_sky,33,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img281.png,clear_sky,202,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img282.png,clear_sky,203,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img283.png,clear_sky,203,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img284.png,clear_sky,205,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img285.png,clear_sky,138,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img286.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img287.png,clear_sky,46,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img288.png,clear_sky,67,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img289.png,clear_sky,210,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img29.png,clear_sky,211,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img290.png,clear_sky,210,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img291.png,clear_sky,213,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img292.png,clear_sky,63,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img293.png,clear_sky,63,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img294.png,clear_sky,63,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img295.png,clear_sky,217,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img296.png,clear_sky,138,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img297.png,clear_sky,217,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img298.png,clear_sky,220,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img299.png,clear_sky,221,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img3.png,clear_sky,222,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img30.png,clear_sky,223,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img300.png,clear_sky,224,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img301.png,clear_sky,224,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img302.png,clear_sky,224,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img303.png,clear_sky,224,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img304.png,clear_sky,44,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img305.png,clear_sky,229,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img306.png,clear_sky,230,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img307.png,clear_sky,231,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img308.png,clear_sky,230,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img309.png,clear_sky,233,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img31.png,clear_sky,223,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img310.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img311.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img312.png,clear_sky,127,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img313.png,clear_sky,238,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img314.png,clear_sky,238,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img315.png,clear_sky,96,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img316.png,clear_sky,241,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img317.png,clear_sky,241,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img318.png,clear_sky,243,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img319.png,clear_sky,244,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img32.png,clear_sky,245,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img320.png,clear_sky,246,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img321.png,clear_sky,247,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img322.png,clear_sky,163,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img323.png,clear_sky,163,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img324.png,clear_sky,250,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img325.png,clear_sky,220,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img326.png,clear_sky,220,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img327.png,clear_sky,253,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img328.png,clear_sky,150,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img329.png,clear_sky,243,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img33.png,clear_sky,256,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img330.png,clear_sky,257,val,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img331.png,clear_sky,229,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img332.png,clear_sky,229,train,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img333.png,clear_sky,260,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img334.png,clear_sky,261,test,False
swimcat_ext,swimcat_ext/Swimcat-extend/A-Clear Sky/A_img335.png,clear_sky,262,train,False
