number,state,value,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_alert_recall,user_attrs_fold1_alert_recall,user_attrs_fold1_recall_Extreme,user_attrs_fold1_recall_Very high,user_attrs_fold1_uvi_mae,user_attrs_fold2_alert_recall,user_attrs_fold2_recall_Extreme,user_attrs_fold2_recall_Very high,user_attrs_fold2_uvi_mae,user_attrs_fold3_alert_recall,user_attrs_fold3_recall_Extreme,user_attrs_fold3_recall_Very high,user_attrs_fold3_uvi_mae,user_attrs_recall_Extreme,user_attrs_recall_Very high
10,PRUNED,0.4602401418306493,0.6972223231131158,0.0003484267112889484,0.04128697297312281,9,10.672112706919764,1000,0.04136920963966837,0.004718504097535985,0.7464090216971889,,0.4401008827238335,0.07692307692307693,0.8032786885245902,0.4602401418306493,,,,,,,,,,
11,COMPLETE,0.447425593269081,0.5432823647083643,0.00016469661990056717,0.011165285356953953,10,15.95018736202957,800,0.00032032993944431076,0.0018090248686882147,0.9694123120665404,0.4405968800003672,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4470744701169932,0.5017094017094017,0.2,0.8034188034188035,0.5209293074785616,0.3930635838150289,0.0,0.7861271676300579,0.3742730022116883,0.0794871794871795,0.8017065805135548
12,COMPLETE,0.4486255067541404,0.46221564596776865,0.0005405048992598437,0.016043171444736375,9,25.550614500208777,700,0.00027094126202252176,0.002665234009237356,0.8367602525422758,0.4362597246890813,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.44749644441174985,0.48170940170940174,0.16,0.8034188034188035,0.5263223986256315,0.3959537572254335,0.0,0.791907514450867,0.37205767722504,0.06615384615384616,0.8063656032243164
13,COMPLETE,0.4505153604018884,0.6713875202536581,0.0008286556867580574,0.021223162221648478,9,14.530750872059295,500,0.00028940867188164207,0.0029256227756878643,0.8910651867392643,0.444245705370504,0.4401008827238335,0.07692307692307693,0.8032786885245902,0.448932741943532,0.4995726495726496,0.2,0.7991452991452992,0.5252407256810083,0.3930635838150289,0.0,0.7861271676300579,0.37737261358112495,0.09230769230769231,0.7961837184333157
14,COMPLETE,0.4492600066214487,0.4951012437082538,0.008810157189176127,0.014352470081249421,10,26.764465752903597,950,0.00014271856396475989,0.0017456065779538094,0.9925759559510144,0.43985543868515536,0.4290668348045397,0.038461538461538464,0.819672131147541,0.44985035491562525,0.49743589743589745,0.2,0.7948717948717948,0.5289439877039535,0.3930635838150289,0.0,0.7861271676300579,0.36898567724476755,0.0794871794871795,0.8002236978831312
15,COMPLETE,0.4472279988265843,0.4840316639375576,2.0528593342649184e-05,0.02025163564178395,10,16.23197193894513,750,0.000628972693991779,0.0017974932875453764,0.9973080708053257,0.438950428754276,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44721545968319193,0.5017094017094017,0.2,0.8034188034188035,0.5205004052795233,0.3901734104046243,0.0,0.7803468208092486,0.37396813151703756,0.0794871794871795,0.7984136780213724
16,COMPLETE,0.4481312212341655,0.5133197680298055,1.5143870134201586e-05,0.01018235457785283,9,8.191020083591583,700,0.0024831134063308096,0.002270088546767354,0.9039042666990675,0.4455654243416017,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4489605739716739,0.5038461538461538,0.2,0.8076923076923077,0.5232689029085904,0.40173410404624277,0.0,0.8034682080924855,0.3721641868222321,0.0794871794871795,0.811643669196024
17,PRUNED,0.4512250232382675,0.49272457354545485,1.4501252855861826e-06,0.016800709917843243,10,28.038737565975712,550,0.0009673311859207458,0.002371413730412564,0.9766447740008605,,0.4188209331651955,0.038461538461538464,0.7991803278688525,0.4512250232382675,,,,,,,,,,
18,COMPLETE,0.4516750314776332,0.5172432784847749,0.000262963729858184,0.0380557262625112,9,26.878162735976044,750,0.0013652208269865915,0.012535921559859423,0.9724696559088811,0.43948190020633876,0.42291929382093313,0.038461538461538464,0.8073770491803278,0.44862693482688615,0.4995726495726496,0.2,0.7991452991452992,0.528162303604997,0.3959537572254335,0.0,0.791907514450867,0.3782358560010164,0.0794871794871795,0.799476620925498
19,PRUNED,0.45193366495320825,0.594810402599809,3.922508569857844e-05,0.010373044643981538,9,6.648142491311925,1000,0.00045987576272702504,0.004455480051751939,0.920371559608687,,0.4188209331651955,0.038461538461538464,0.7991803278688525,0.45193366495320825,,,,,,,,,,
20,PRUNED,0.45893816760156564,0.4343980311900028,8.130259865687676e-06,0.02513693946996721,10,8.645504680793378,350,0.0007527511307786523,0.0016510123768240838,0.9748159150621388,,0.41188524590163933,0.0,0.8237704918032787,0.45893816760156564,,,,,,,,,,
21,PRUNED,0.45506549722183287,0.45142205990009177,9.883067575305405e-06,0.034196174793852986,10,17.835266407964916,600,0.00010787367854702848,0.011795175014875871,0.9437932009460243,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.45506549722183287,,,,,,,,,,
22,PRUNED,0.4510587623904092,0.4858332211912659,0.00040540680299915233,0.019546278899765658,10,16.35166265807954,900,0.0005605700554900916,0.022968825985716076,0.9077941946812405,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.4510587623904092,,,,,,,,,,
23,COMPLETE,0.44815587484588354,0.5253211300931735,2.16606777431745e-05,0.014256736091855687,8,11.108508155163282,700,0.0007236959722060394,0.0015829773668881067,0.9729554259664014,0.45114630181720106,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44610244464422943,0.5238461538461539,0.24,0.8076923076923077,0.5228709430025928,0.4046242774566474,0.0,0.8092485549132948,0.3754942368908282,0.0928205128205128,0.8094720908138893
24,COMPLETE,0.4484496309398958,0.4960506148963887,3.781639301344945e-05,0.018185708563353505,10,12.101021535092874,400,0.0025433765260792713,0.005647415951584079,0.91300400384856,0.4453142839170509,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.448330113934248,0.505982905982906,0.2,0.811965811965812,0.5255625634049989,0.3988439306358382,0.0,0.7976878612716763,0.3714562154804406,0.0794871794871795,0.8111413883469223
25,COMPLETE,0.4498835739517611,0.5574007322797516,3.6594436805370624e-05,0.013508490293103012,9,19.754463134659527,850,0.00022269657603387667,0.0020987637122002172,0.9893626614879084,0.44516269525982405,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44842211755970585,0.5038461538461538,0.2,0.8076923076923077,0.5235148842166573,0.4046242774566474,0.0,0.8092485549132948,0.3777137200789203,0.0794871794871795,0.8108382110324687
26,PRUNED,0.4513337149146194,0.4361584539430802,3.887958642102782e-05,0.010049191392543625,8,9.048867188309178,950,0.00626531178973262,0.0013102583800716865,0.9508595309138935,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4513337149146194,,,,,,,,,,
27,COMPLETE,0.4485865773195503,0.5676908001666094,0.0003798472401380953,0.010873843743074967,10,13.667902525172364,750,0.00048519036836338925,0.01528079892033995,0.9801399113098206,0.4463480362182153,0.4290668348045397,0.038461538461538464,0.819672131147541,0.44881064423209793,0.4995726495726496,0.2,0.7991452991452992,0.5243664972402708,0.41040462427745666,0.0,0.8208092485549133,0.37258259048628223,0.0794871794871795,0.8132088929492512
28,PRUNED,0.45162987005607613,0.5728934034409805,1.8930358187538822e-06,0.018401911395557496,10,13.904939622191243,600,0.002894499907978837,0.003924220717595112,0.9463154712098978,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.45162987005607613,,,,,,,,,,
29,COMPLETE,0.45238430871337076,0.5069573666895795,2.017920124877949e-05,0.019211372447963025,10,25.967185111221106,650,0.00018189937510855732,0.0036066987535816157,0.8415610286612976,0.4332179626214498,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44899194189356234,0.4795726495726496,0.16,0.7991452991452992,0.5311289034559298,0.3930635838150289,0.0,0.7861271676300579,0.3770320807906203,0.06615384615384616,0.8002820790890534
30,COMPLETE,0.44722720250317693,0.4374449712726157,3.39412269941674e-06,0.011978606899775878,9,11.288401531444174,900,0.0012255981027597847,0.0018602519703670958,0.9900849045961861,0.4472822367520557,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.44691100724779675,0.49743589743589745,0.2,0.7948717948717948,0.5227503811990387,0.41329479768786126,0.0,0.8265895953757225,0.3720202190626954,0.0794871794871795,0.8150772940169319
31,PRUNED,0.44922734956454885,0.5469582329895183,4.6359257169148e-06,0.012351947203921637,10,11.519146244376477,900,0.004657835892470813,0.0036750049793174222,0.9179215563589902,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44922734956454885,,,,,,,,,,
32,PRUNED,0.4493877581478135,0.4460443953577843,6.889484373594689e-06,0.011570054862518896,9,8.416714722615044,700,0.0013824251717751296,0.021397880017365232,0.9662255665453993,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4493877581478135,,,,,,,,,,
33,PRUNED,0.45342490253529344,0.4189688022342427,1.1800993453789056e-06,0.01035501418482197,9,6.965317995143165,950,0.0006264358051591436,0.0014112689371587142,0.9983438216955648,,0.41188524590163933,0.0,0.8237704918032787,0.45342490253529344,,,,,,,,,,
34,PRUNED,0.45042080273046703,0.4623692644989714,3.723988335324903e-06,0.023900630142148122,10,13.124286882058076,750,0.002701040243695697,0.010634166628730705,0.9403814401409996,,0.41188524590163933,0.0,0.8237704918032787,0.45042080273046703,,,,,,,,,,
35,PRUNED,0.45211881953508504,0.46760609235779915,6.889483126324683e-05,0.01951787345801495,10,21.31679312141947,750,0.0002690024436422958,0.0013793099843836148,0.9782688301730877,,0.4098360655737705,0.0,0.819672131147541,0.45211881953508504,,,,,,,,,,
36,COMPLETE,0.4483773873575922,0.5101183862947314,3.2309738309550735e-06,0.016571090979462674,9,12.253020417794426,950,0.0009240868779692173,0.0013557618422200687,0.9636492424783392,0.4441993041230225,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4472744050442536,0.5038461538461538,0.2,0.8076923076923077,0.5238463387104646,0.40173410404624277,0.0,0.8034682080924855,0.37401141831805834,0.0794871794871795,0.8089114287588655
37,PRUNED,0.4565678858378137,0.4300237937166,9.91668871341321e-06,0.015147756605499765,10,8.519574409869993,900,0.005348247207651956,0.0020217403773996785,0.9206240154213822,,0.41188524590163933,0.0,0.8237704918032787,0.4565678858378137,,,,,,,,,,
38,COMPLETE,0.44932825147558053,0.47930098250316483,3.844896347014856e-05,0.014030533794072196,8,21.730326020607645,900,0.0003239444023407324,0.0016879133013614825,0.911766051822316,0.4445728426018391,0.43316519546027743,0.038461538461538464,0.8278688524590164,0.44570183062680613,0.5017094017094017,0.2,0.8034188034188035,0.5271689155741149,0.3988439306358382,0.0,0.7976878612716763,0.37511400822582047,0.0794871794871795,0.8096585057164988
39,COMPLETE,0.4476308608737527,0.557357508785819,7.198213152526127e-05,0.010131863016520797,9,9.264629402146289,750,0.001006537156998312,0.0036130952293560287,0.8883324675492753,0.44323591298622095,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4464068985703731,0.5038461538461538,0.2,0.8076923076923077,0.5245921511779734,0.3988439306358382,0.0,0.7976878612716763,0.37189353287291166,0.0794871794871795,0.8069846464852625
40,PRUNED,0.44915282129389233,0.5939247082820663,7.159391450778721e-05,0.011264035225841287,9,18.464732290091668,800,0.0008142938065483133,0.0034834497023326556,0.8930818356613968,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44915282129389233,,,,,,,,,,
41,PRUNED,0.44898023384473285,0.45494786862438946,7.154912632120659e-06,0.0102006997566384,10,14.967475892832466,900,0.0007521899060237263,0.0021260111173076715,0.9715638860893595,,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.44898023384473285,,,,,,,,,,
42,COMPLETE,0.44911754922581354,0.5340523987320055,1.4261573620998167e-05,0.01058800471048223,9,5.92506431493422,750,0.0013487747525822947,0.0022611836574399848,0.9020273574015962,0.44130913071261785,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44784903971094314,0.5038461538461538,0.2,0.8076923076923077,0.527044226923579,0.3930635838150289,0.0,0.7861271676300579,0.3724593810429186,0.0794871794871795,0.8031310819380563
43,PRUNED,0.4500041463175817,0.44643452576640213,1.4723586482366953e-05,0.010354242002969933,8,7.874677443322433,700,0.0018044712707660942,0.0017285329755216264,0.9943066358300633,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.4500041463175817,,,,,,,,,,
44,COMPLETE,0.4487800117574044,0.5352975881987343,3.1593349268356526e-05,0.010135143548617501,9,21.925408850513055,700,0.0009545262248935038,0.0022502966241926036,0.9877357516726863,0.44969260978973863,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4468572558943053,0.5174358974358975,0.24,0.7948717948717948,0.5252990436128584,0.4046242774566474,0.0,0.8092485549132948,0.37418373576504943,0.0928205128205128,0.8065647067589644
45,PRUNED,0.4518025691982415,0.44457881125091075,3.0962144428435323e-06,0.012942641350335396,10,7.711738785577889,650,0.0021201309150068576,0.002788304610463088,0.9853097734265496,,0.4098360655737705,0.0,0.819672131147541,0.4518025691982415,,,,,,,,,,
46,PRUNED,0.4537249582764524,0.4160064016496424,1.9335297501601442e-05,0.015141682767753404,9,11.308102183332766,700,0.000912579339782258,0.001742120884469275,0.9410063243164509,,0.43521437578814626,0.038461538461538464,0.8319672131147541,0.4537249582764524,,,,,,,,,,
47,PRUNED,0.4496814984212613,0.577499081907097,0.00010867110681619524,0.012477739465362306,10,19.354971423974753,850,0.0012752443383393737,0.002323896644059755,0.9918946677313323,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4496814984212613,,,,,,,,,,
48,PRUNED,0.45178269611835425,0.42586936700245975,1.066121741529746e-06,0.01322061409131601,9,13.08245902052489,1100,0.0007874024828290396,0.0016436276618299528,0.9685074250179315,,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.45178269611835425,,,,,,,,,,
49,PRUNED,0.4504839651166601,0.5150524823222401,2.506474969602495e-06,0.010945174244073081,10,9.42596019354894,1000,0.003398697059246984,0.001192919640395169,0.9804759831551545,,0.4208701134930643,0.038461538461538464,0.8032786885245902,0.4504839651166601,,,,,,,,,,
50,COMPLETE,0.44659409544532425,0.5249129521941819,1.991269195547748e-05,0.01092265347287312,10,8.809610396480752,850,0.0003529861396838399,0.002463511356175994,0.876321273972357,0.4432651035891821,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4461236372290304,0.505982905982906,0.2,0.811965811965812,0.5222377688796622,0.3988439306358382,0.0,0.7976878612716763,0.37142088022728015,0.0794871794871795,0.8070430276911846
51,COMPLETE,0.44704208325891764,0.48989048131805096,4.62251051506573e-05,0.010169698811343704,8,11.203377051485186,850,0.000433847589716609,0.003929974748379986,0.8872249449120536,0.4558053245279627,0.43316519546027743,0.038461538461538464,0.8278688524590164,0.44562656617439794,0.5238461538461539,0.24,0.8076923076923077,0.523668486236144,0.41040462427745666,0.0,0.8208092485549133,0.371831197366211,0.0928205128205128,0.8187901362354125
52,COMPLETE,0.4473372758744801,0.49512336515676914,3.502196092227864e-05,0.024809699936830652,10,17.737142913023046,750,0.0006836726467794763,0.0021739955289992183,0.9773176848436281,0.43606025534387133,0.424968474148802,0.038461538461538464,0.8114754098360656,0.446518530549754,0.5017094017094017,0.2,0.8034188034188035,0.5222479101792432,0.3815028901734104,0.0,0.7630057803468208,0.3732453868944431,0.0794871794871795,0.7926333312005632
53,PRUNED,0.4496541289366222,0.4943778748243223,1.8642652725647372e-05,0.025860336555263003,10,19.40870971954406,750,0.00022431024902540465,0.003113096859464114,0.9675104414423227,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4496541289366222,,,,,,,,,,
54,PRUNED,0.45283258698923695,0.5581417595620008,2.418702052686839e-05,0.03204086580205153,10,16.041501236976842,750,0.0005022367796673062,0.002201204753743006,0.9912812630938982,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.45283258698923695,,,,,,,,,,
55,PRUNED,0.4495146376102018,0.5058312910543467,4.1637296166947715e-06,0.02008597514280983,9,18.324541369558215,850,0.0002952083710027558,0.0030003584418264624,0.9927578945848428,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.4495146376102018,,,,,,,,,,
56,PRUNED,0.45281872670095247,0.5081730585981217,0.0003793576514820126,0.012429494383173909,10,22.323225320003864,600,0.00033781281264423787,0.0014442329243709348,0.955948588318528,,0.42291929382093313,0.038461538461538464,0.8073770491803278,0.45281872670095247,,,,,,,,,,
57,COMPLETE,0.44782998424977244,0.47062627886505476,3.8288240765657496e-05,0.010818032844089559,9,14.199929767287193,900,0.0005503530825966727,0.0014790668990187492,0.9999053198241507,0.4451335046568629,0.4290668348045397,0.038461538461538464,0.819672131147541,0.4463706519983326,0.5017094017094017,0.2,0.8034188034188035,0.5231976314667207,0.4046242774566474,0.0,0.8092485549132948,0.3739216692842641,0.0794871794871795,0.8107798298265464
58,PRUNED,0.45378964503865,0.4979545537655015,9.532510401392e-06,0.03795254897985459,10,14.617395953751842,800,0.00036626123188491697,0.0015485039436228185,0.976450138558303,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.45378964503865,,,,,,,,,,
59,COMPLETE,0.4489646125366551,0.5592582767370653,8.252038941377526e-06,0.012384049951630963,10,11.785274699594112,1000,0.0005011271371702776,0.0028925043586807394,0.9599892379439223,0.44168901350745376,0.4208701134930643,0.038461538461538464,0.8032786885245902,0.4479955836182805,0.4995726495726496,0.2,0.7991452991452992,0.5234533574203621,0.4046242774566474,0.0,0.8092485549132948,0.37544489657132263,0.0794871794871795,0.803890847527728
60,COMPLETE,0.44943341746782633,0.44122352623970174,4.2912535434580894e-05,0.023118097275360974,10,14.681148804314532,850,0.00028680422304517325,0.003461724159524052,0.9570626417210358,0.447241066190654,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4480155759296048,0.505982905982906,0.2,0.811965811965812,0.5262081911985083,0.4046242774566474,0.0,0.8092485549132948,0.374076485275366,0.0794871794871795,0.8149949528941285
61,PRUNED,0.4544641989416613,0.4846440609482776,2.4555456678457692e-05,0.026731437702558983,10,15.552925943804974,700,0.0005079243486285743,0.0016952880712007075,0.9028344190050828,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4544641989416613,,,,,,,,,,
62,PRUNED,0.44886774352320186,0.5190144642232433,7.358482171261135e-06,0.024714257411652816,9,15.423897297280073,700,0.0005069012777834738,0.0019155899437355015,0.9953632777240873,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.44886774352320186,,,,,,,,,,
63,COMPLETE,0.450305875659965,0.43669728666873264,2.3547729126191986e-05,0.021005173453982763,9,21.163647585646462,850,0.0019802438299947635,0.0034315294354045956,0.9712971399698108,0.44439206334165116,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4478367373380792,0.49743589743589745,0.2,0.7948717948717948,0.5272009286397145,0.4046242774566474,0.0,0.8092485549132948,0.37587996100210125,0.0794871794871795,0.8092969471961228
64,COMPLETE,0.44846052940523085,0.47723512511772964,1.690859242258781e-05,0.01201415130753562,8,10.781470608385096,850,0.0006265369930668214,0.0037861252850902244,0.9406688221864359,0.44373819383532265,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.446874117402958,0.4995726495726496,0.2,0.7991452991452992,0.5281248277238173,0.4046242774566474,0.0,0.8092485549132948,0.37038264308891716,0.0794871794871795,0.8079892081834658
65,COMPLETE,0.44881325526821686,0.5375822014508327,2.9407808741898146e-05,0.021217934844153526,9,16.285438934384153,600,0.0003649971621052184,0.0015106717268427747,0.9768906066813265,0.44683833710887627,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4479282140727388,0.505982905982906,0.2,0.811965811965812,0.5210543435306245,0.407514450867052,0.0,0.815028901734104,0.37745720820128736,0.0794871794871795,0.8141894947305731
66,PRUNED,0.44983445225646485,0.543232047248898,1.2968590950225974e-05,0.011471794143839703,10,8.446131844072342,800,0.0007628913806999467,0.0048695720420922125,0.9021232444137933,,0.4290668348045397,0.038461538461538464,0.819672131147541,0.44983445225646485,,,,,,,,,,
67,COMPLETE,0.44704893257735084,0.5133053212150546,6.0999965703162744e-05,0.010983487968290942,9,7.971676179481163,800,0.000246946565820338,0.004673264200177448,0.891919421630485,0.444853173629351,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.44693720309567,0.5017094017094017,0.2,0.8034188034188035,0.5226939676027961,0.40173410404624277,0.0,0.8034682080924855,0.3715156270335864,0.0794871794871795,0.8102191677715226
68,PRUNED,0.4488705092088204,0.5206923637727778,2.1253432208628667e-05,0.011903319954220407,8,8.39423708802915,800,0.000287797614231557,0.007104748843765908,0.9050514306653841,,0.43111601513240855,0.038461538461538464,0.8237704918032787,0.4488705092088204,,,,,,,,,,
69,COMPLETE,0.4474561444562055,0.5485761943218787,0.00015798736955544018,0.01148382348862691,10,10.613061812438657,750,0.0002207372573636961,0.0021988803749715584,0.887324599970434,0.4444092739861715,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.4461941342732107,0.5102564102564102,0.2,0.8205128205128205,0.5226857052021808,0.3959537572254335,0.0,0.791907514450867,0.3734885938932252,0.0794871794871795,0.8093313684851635
70,PRUNED,0.44846454092614974,0.5866103647184584,0.00010036058025500558,0.010059269753515288,9,11.431816601773752,750,0.00018725777826293684,0.0014892001621660135,0.8621263316396865,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.44846454092614974,,,,,,,,,,
71,PRUNED,0.4492690493108796,0.49217994588309033,2.8311133817886114e-05,0.014485357129421655,10,18.901947845349987,750,0.0005558934502020741,0.0015565924870632436,0.9574922759575352,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4492690493108796,,,,,,,,,,
72,PRUNED,0.4484919469179068,0.5458554880418934,0.0001069866853607761,0.011773438573734248,10,21.888721708108786,750,0.00020722094722117802,0.0013003615021296864,0.9667580493563157,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4484919469179068,,,,,,,,,,
73,PRUNED,0.4497995737802215,0.5590828938483433,6.0129439121435665e-05,0.012184063955517997,10,19.759596416163262,850,0.00034537732561064604,0.0027091102323943414,0.9510987247112254,,0.42291929382093313,0.038461538461538464,0.8073770491803278,0.4497995737802215,,,,,,,,,,
74,PRUNED,0.4498002218599921,0.5811708280774174,0.00022601340001512528,0.011010457066054675,10,13.987647037406992,900,0.00035433248018234626,0.0013769313968153326,0.9670969356444408,,0.424968474148802,0.038461538461538464,0.8114754098360656,0.4498002218599921,,,,,,,,,,
75,PRUNED,0.45069252929886433,0.5208875002560512,5.443360940429248e-06,0.010971528792134158,10,8.094256782873382,850,0.0004344087960052447,0.0016465996171440484,0.9037265434051934,,0.42701765447667084,0.038461538461538464,0.8155737704918032,0.45069252929886433,,,,,,,,,,
76,PRUNED,0.4516194089579775,0.5085201324811252,3.6188087480954704e-05,0.03158773827391163,10,18.065967467837435,750,0.0007342131145987205,0.00680371905911877,0.9418316328180055,,0.45034678436317777,0.07692307692307693,0.8237704918032787,0.4516194089579775,,,,,,,,,,
